G2	G1	1
G2	G3	1
G2	G4	1
G2	G15	1
G2	G55	1
G2	G60	1
G5	G1	1
G5	G4	1
G5	G6	1
G5	G7	1
G5	G8	1
G5	G9	1
G5	G10	1
G5	G11	1
G5	G12	1
G5	G13	1
G5	G14	1
G5	G37	1
G5	G40	1
G5	G42	1
G16	G4	1
G16	G15	1
G16	G18	1
G16	G19	1
G16	G21	1
G16	G24	1
G16	G26	1
G16	G27	1
G16	G29	1
G16	G30	1
G16	G34	1
G16	G44	1
G16	G46	1
G16	G69	1
G17	G15	1
G20	G2	1
G20	G22	1
G23	G21	1
G23	G25	1
G26	G28	1
G31	G24	1
G31	G30	1
G31	G35	1
G31	G36	1
G32	G27	1
G32	G33	1
G38	G37	1
G39	G37	1
G41	G40	1
G41	G42	1
G43	G42	1
G45	G44	1
G45	G77	1
G47	G45	1
G47	G48	1
G47	G50	1
G47	G51	1
G47	G52	1
G49	G40	1
G49	G42	1
G49	G51	1
G49	G53	1
G49	G54	1
G49	G55	1
G54	G53	1
G55	G56	1
G55	G57	1
G55	G58	1
G55	G59	1
G55	G60	1
G55	G62	1
G55	G70	1
G60	G56	1
G60	G57	1
G60	G59	1
G60	G61	1
G60	G62	1
G60	G63	1
G60	G64	1
G60	G65	1
G60	G66	1
G60	G67	1
G60	G68	1
G60	G70	1
G69	G67	1
G69	G68	1
G69	G71	1
G69	G72	1
G69	G73	1
G69	G74	1
G69	G75	1
G69	G76	1
G69	G78	1
G79	G30	1
G79	G40	1
G79	G42	1
G79	G49	1
G79	G77	1
G79	G80	1
G79	G81	1
G79	G82	1
G79	G83	1
G79	G84	1
G79	G88	1
G79	G89	1
G79	G90	1
G79	G94	1
G85	G83	1
G86	G46	1
G86	G77	1
G86	G87	1
G86	G95	1
G86	G96	1
G91	G89	1
G91	G90	1
G91	G92	1
G93	G88	1
G93	G89	1
G93	G91	1
G93	G92	1
G93	G94	1
G93	G97	1
G93	G98	1
G93	G100	1
G99	G94	1
G1	G2	0
G1	G3	0
G1	G4	0
G1	G5	0
G1	G6	0
G1	G7	0
G1	G8	0
G1	G9	0
G1	G10	0
G1	G11	0
G1	G12	0
G1	G13	0
G1	G14	0
G1	G15	0
G1	G16	0
G1	G17	0
G1	G18	0
G1	G19	0
G1	G20	0
G1	G21	0
G1	G22	0
G1	G23	0
G1	G24	0
G1	G25	0
G1	G26	0
G1	G27	0
G1	G28	0
G1	G29	0
G1	G30	0
G1	G31	0
G1	G32	0
G1	G33	0
G1	G34	0
G1	G35	0
G1	G36	0
G1	G37	0
G1	G38	0
G1	G39	0
G1	G40	0
G1	G41	0
G1	G42	0
G1	G43	0
G1	G44	0
G1	G45	0
G1	G46	0
G1	G47	0
G1	G48	0
G1	G49	0
G1	G50	0
G1	G51	0
G1	G52	0
G1	G53	0
G1	G54	0
G1	G55	0
G1	G56	0
G1	G57	0
G1	G58	0
G1	G59	0
G1	G60	0
G1	G61	0
G1	G62	0
G1	G63	0
G1	G64	0
G1	G65	0
G1	G66	0
G1	G67	0
G1	G68	0
G1	G69	0
G1	G70	0
